Accession,Length,Host
NC_029042,156833,Salmonella enterica subsp. enterica serovar Typhi
NC_029043,53184,Mycolicibacterium smegmatis MC2 155
NC_029044,154434,Mycolicibacterium smegmatis MC2 155
NC_024206,38269,Lactobacillus gasseri ADH
NC_028745,66103,Pseudomonas aeruginosa PAO1
NC_028746,44249,Paenibacillus larvae
NC_028747,47618,Mycolicibacterium smegmatis MC2 155
NC_028748,51366,Bacillus thuringiensis serovar tenebrionis str. YBT-1765
NC_028749,134270,Brevibacillus laterosporus
NC_028750,176081,Klebsiella pneumoniae
NC_028751,58671,Mycolicibacterium smegmatis
NC_028752,27395,Camelus
NC_028754,120098,Salmonella enterica subsp. enterica serovar Typhimurium
NC_028755,178182,Citrobacter sp.
NC_028757,50768,Mycobacterium
NC_028758,35644,Paenibacillus larvae
NC_028759,58065,Mycolicibacterium smegmatis MC2 155
NC_028760,49037,Klebsiella pneumoniae
NC_028762,161989,Proteus mirabilis
NC_028763,49847,Polaribacter
NC_028764,49316,Clostridioides difficile
NC_028765,142348,Staphylococcus sp.
NC_028766,33755,Mannheimia haemolytica
NC_028767,45653,Paenibacillus larvae
NC_028768,49714,Achromobacter xylosoxidans
NC_028770,59878,Pseudomonas aeruginosa
NC_028772,39133,Klebsiella aerogenes
NC_028773,182145,Cronobacter sakazakii
NC_028774,48754,Klebsiella pneumoniae
NC_028775,43098,Staphylococcus aureus
NC_028776,59670,Escherichia coli K-12
NC_028777,80798,Bacillus megaterium
NC_028778,75626,Mycolicibacterium smegmatis MC2 155
NC_028779,43680,Mycolicibacterium smegmatis MC2 155
NC_028780,167124,Escherichia
NC_028782,40024,Bacillus megaterium
NC_028783,39399,Lactobacillus paracasei
NC_028784,51409,Mycolicibacterium smegmatis MC2 155
NC_028785,72790,Mycolicibacterium smegmatis MC2 155
NC_028786,49462,Klebsiella pneumoniae
NC_028787,28489,Sulfolobales
NC_028788,37246,Paenibacillus larvae
NC_028789,18609,Bacillus cereus
NC_028791,44492,Mycolicibacterium smegmatis MC2 155
NC_028792,56826,Mycolicibacterium smegmatis MC2 155
NC_028793,5867,Cicer arietinum
NC_028794,52647,Mycolicibacterium smegmatis MC2 155
NC_028795,31522,Enterobacter cloacae
NC_028796,49203,Mycolicibacterium smegmatis MC2 155
NC_028798,50882,Mycolicibacterium smegmatis MC2 155
NC_028799,66708,Vibrio cholerae
NC_028800,41698,Klebsiella pneumoniae
NC_028801,68346,Mycolicibacterium smegmatis MC2 155
NC_028802,49158,Mycobacterium
NC_028803,69118,Mycolicibacterium smegmatis MC2 155
NC_028804,52643,Mycolicibacterium smegmatis
NC_028805,126341,Brevibacillus laterosporus
NC_028806,28111,Sus scrofa
NC_028807,43150,Streptomyces flavovirens
NC_028808,90743,Escherichia coli str. K-12 substr. MG1655
NC_028809,58637,Pseudomonas aeruginosa
NC_028810,52357,Mycolicibacterium smegmatis MC2 155
NC_028811,27935,Myotis ricketti
NC_028812,58546,Proteus mirabilis
NC_028813,57766,Mycolicibacterium smegmatis MC2 155
NC_028814,27608,Rhinolophus ferrumequinum
NC_028815,51355,Mycolicibacterium smegmatis
NC_028816,43809,Klebsiella pneumoniae
NC_028817,93879,Pseudomonas aeruginosa PAK
NC_028818,57168,Streptomyces griseus
NC_028819,43190,Pseudoalteromonas marina
NC_028820,162101,Yersinia enterocolitica
NC_028821,40670,Staphylococcus epidermidis 36-1
NC_028822,40829,Escherichia coli
NC_028823,58985,Mycolicibacterium smegmatis MC2 155
NC_028824,26975,Rhinolophus ferrumequinum
NC_028825,87372,Escherichia coli O145:NM
NC_028826,42265,Enterococcus faecium
NC_028827,50165,Streptomyces venezuelae ATCC 10712
NC_028828,52055,Mycolicibacterium smegmatis MC2 155
NC_028829,248088,Vibrio alginolyticus NBRC 15630 = ATCC 17749
NC_028830,34155,Lactobacillus paracasei
NC_028831,61235,Escherichia coli
NC_028832,61511,Mycolicibacterium smegmatis MC2 155
NC_028833,27783,Nyctalus velutinus
NC_028834,48216,Achromobacter xylosoxidans
NC_028835,38751,Lactobacillus paracasei
NC_028836,42508,Pseudomonas aeruginosa PAO1
NC_028837,41149,Paenibacillus larvae
NC_028838,33274,Clostridioides difficile
NC_028840,111751,Escherichia
NC_028841,44952,Paenibacillus larvae
NC_028842,57328,Mycolicibacterium smegmatis MC2 155
NC_028843,75816,Mycolicibacterium smegmatis MC2 155
NC_028844,57293,Mycolicibacterium smegmatis MC2 155
NC_028846,61081,Mycolicibacterium smegmatis MC2 155
NC_028847,170527,Escherichia
NC_028848,41805,Acinetobacter baumannii
NC_028849,53387,Mycolicibacterium smegmatis MC2 155
NC_028850,41449,Yersinia enterocolitica
NC_028851,37995,Paenibacillus larvae
NC_028852,53042,Mycolicibacterium smegmatis MC2 155
NC_028853,50078,Mannheimia haemolytica
NC_028854,43724,Paenibacillus larvae
NC_028855,44846,Acinetobacter sp.
NC_028856,80148,Bacillus megaterium
NC_028857,172733,Citrobacter freundii
NC_028859,42881,Staphylococcus aureus
NC_028860,52392,Mycolicibacterium smegmatis MC2 155
NC_028861,44576,Mycolicibacterium smegmatis MC2 155
NC_028862,44222,Staphylococcus aureus
NC_028863,40477,Escherichia coli
NC_028865,76964,Tsukamurella inchonensis
NC_028867,15541,Vulpes vulpes
NC_028868,9362,Prunus mume
NC_028869,153714,Mycolicibacterium smegmatis MC2 155
NC_028870,43595,Klebsiella pneumoniae
NC_028871,38392,Listeria monocytogenes
NC_028872,86252,Escherichia coli O157:H7
NC_028874,50614,Mycolicibacterium smegmatis MC2 155
NC_028875,1317,Phaseolus lunatus
NC_028876,109801,Mycolicibacterium smegmatis MC2 155
NC_028877,52967,Mycolicibacterium smegmatis MC2 155
NC_028878,76271,Mycolicibacterium smegmatis MC2 155
NC_028879,43225,Pseudomonas aeruginosa
NC_028880,38625,Citrobacter freundii
NC_028881,170473,Escherichia coli
NC_028882,84583,Pseudomonas aeruginosa
NC_028883,44461,Clostridioides difficile
NC_028885,72378,Pseudomonas aeruginosa PAO1
NC_028886,38663,Bacillus thuringiensis
NC_028887,167431,Bacillus thuringiensis serovar kurstaki
NC_028888,39474,Lactobacillus paracasei
NC_028889,59416,Mycolicibacterium smegmatis
NC_028890,162486,Bacillus thuringiensis serovar kurstaki
NC_028891,22947,Chelonia mydas
NC_028892,49949,Streptomyces griseus
NC_028894,170336,Escherichia coli
NC_028895,116138,Vibrio cholerae
NC_028896,32675,Escherichia coli
NC_028897,49421,Mycolicibacterium smegmatis MC2 155
NC_028898,35764,Mannheimia haemolytica
NC_028899,222888,Ralstonia solanacearum
NC_028900,28144,Lactococcus lactis
NC_028901,43900,Escherichia coli
NC_028903,77266,Escherichia coli
NC_028904,49452,Streptomyces venezuelae ATCC 10712
NC_028905,41560,Clostridioides difficile
NC_028906,75933,Mycolicibacterium smegmatis MC2 155
NC_028907,68839,Mycolicibacterium smegmatis MC2 155
NC_028910,55617,Mycolicibacterium smegmatis MC2 155
NC_028911,34176,Lactobacillus paracasei
NC_028912,49717,Mycolicibacterium smegmatis MC2 155
NC_028914,52927,Mycolicibacterium smegmatis MC2 155
NC_028915,43228,Staphylococcus aureus
NC_028916,44573,Proteus mirabilis
NC_028917,41931,Staphylococcus aureus
NC_028919,45673,Pseudomonas aeruginosa PAO1
NC_028920,52530,Mycolicibacterium smegmatis MC2 155
NC_028921,10316,Thelephora terrestris
NC_028922,45161,Mycolicibacterium smegmatis MC2 155
NC_028923,58472,Mycobacterium
NC_028924,48689,Polaribacter
NC_028925,170822,Escherichia coli
NC_028926,40000,Bacillus megaterium
NC_028927,167298,Escherichia coli
NC_028928,53455,Mycolicibacterium smegmatis MC2 155
NC_028929,40759,Listeria monocytogenes
NC_028930,54439,Paenibacillus larvae
NC_028931,55108,Pseudomonas aeruginosa
NC_028932,52088,Mycolicibacterium smegmatis MC2 155
NC_028933,45626,Pseudomonas aeruginosa
NC_028934,72139,Mycolicibacterium smegmatis MC2 155
NC_028935,88698,Escherichia coli str. K-12 substr. MG1655
NC_028936,59052,Mycolicibacterium smegmatis MC2 155
NC_028937,58338,Mycolicibacterium smegmatis MC2 155
NC_028938,22613,Sulfolobales
NC_028939,68871,Pseudomonas aeruginosa
NC_028941,51161,Mycolicibacterium smegmatis MC2 155
NC_028942,68293,Mycolicibacterium smegmatis MC2 155
NC_028943,29237,Escherichia coli
NC_028944,162252,Bacillus thuringiensis serovar kurstaki
NC_028945,206713,Sinorhizobium meliloti
NC_028946,59652,Mycolicibacterium smegmatis MC2 155
NC_028947,62738,Mycolicibacterium smegmatis MC2 155
NC_028948,5181,Penicillium aurantiogriseum
NC_028949,14243,Hordeum vulgare
NC_028950,223932,Ralstonia
NC_028951,32846,Clostridioides difficile
NC_028952,60934,Streptomyces flavovirens
NC_028953,110764,Mycolicibacterium smegmatis MC2 155
NC_028954,36065,Rhodobacter capsulatus YW1
NC_028955,197361,Prochlorococcus
NC_028956,52139,Mannheimia haemolytica
NC_028957,171541,Escherichia coli
NC_028958,41507,Clostridioides difficile
NC_028959,52261,Clostridioides difficile
NC_028960,51543,Mycolicibacterium smegmatis MC2 155
NC_028961,55094,Mycolicibacterium smegmatis MC2 155
NC_028962,140961,Staphylococcus sp.
NC_028963,15728,Myodes rufocanus
NC_028964,8506,Gallus gallus
NC_028965,53219,Mycolicibacterium smegmatis MC2 155
NC_028966,76269,Tsukamurella inchonensis
NC_028967,29605,Cutibacterium acnes
NC_028968,71214,Mycolicibacterium smegmatis MC2 155
NC_028969,52955,Brevibacillus laterosporus
NC_028970,7270,Gallus gallus
NC_028971,66111,Pseudomonas aeruginosa PAO1
NC_028972,75167,Gordonia sp.
NC_028973,5027,Oryctolagus cuniculus
NC_028974,56528,Streptomyces griseus
NC_028975,9654,Prunus mume
NC_028976,50113,Streptomyces griseus
NC_028977,41054,Klebsiella pneumoniae
NC_028978,60609,Mycolicibacterium smegmatis MC2 155
NC_028979,57253,Mycolicibacterium smegmatis MC2 155
NC_028980,62181,Pseudomonas aeruginosa
NC_028981,7417,Tupaia chinensis
NC_028982,137918,Bacillus cereus
NC_028983,138877,Bacillus cereus
NC_028984,30664,Streptococcus mutans
NC_028985,2788,Abelmoschus esculentus
NC_028986,153401,Mycolicibacterium smegmatis MC2 155
NC_028987,41243,Acinetobacter baumannii
NC_028988,44360,Ralstonia solanacearum
NC_028989,2742,Capsicum annuum
NC_028990,38886,Enterococcus faecalis
NC_028991,42158,Clostridium tetani
NC_028992,34783,Sulfolobales
NC_028995,43216,Acinetobacter soli
NC_028996,54295,Clostridium
NC_028997,59802,Escherichia coli
NC_028998,41291,Phormidium sp. MIS-PhA
NC_028999,309208,Pseudomonas aeruginosa
NC_029000,162327,Stenotrophomonas maltophilia
NC_029001,32000,Clostridium
NC_029002,169223,Microcystis aeruginosa
NC_029003,29733,Salmonella enterica
NC_029004,36712,Clostridium tetani
NC_029005,56451,Streptomyces avermitilis
NC_029006,35703,Clostridium tetani
NC_029007,43745,Ralstonia solanacearum
NC_029008,41486,Bacillus thuringiensis
NC_029009,147589,Enterococcus faecalis
NC_029010,40592,Staphylococcus aureus subsp. aureus RN4220
NC_029011,51711,Sulfolobus
NC_029012,4623,Parabacteroides distasonis
NC_029013,177688,Citrobacter freundii
NC_029014,5001,Parabacteroides merdae
NC_029015,33509,Salmonella enterica
NC_029016,58000,Enterococcus faecalis
NC_029017,73420,Pseudomonas aeruginosa
NC_029018,50854,Mycolicibacterium smegmatis MC2 155
NC_029019,42593,Stenotrophomonas maltophilia
NC_029020,50918,Sulfolobus
NC_029021,60747,Escherichia coli
NC_029022,46895,Clostridium tetani ATCC 9441
NC_029023,87712,Shimwellia blattae
NC_029024,56505,Bacillus cereus
NC_029025,41843,Staphylococcus haemolyticus
NC_029026,130952,Enterococcus faecalis
NC_029027,40860,Sulfolobales
NC_029028,60754,Escherichia coli
NC_029029,45552,Brevibacillus laterosporus
NC_029030,31075,Streptococcus mutans
NC_029031,45218,Synechococcus sp. WH 7803
NC_029032,45532,Phormidium sp. MIS-PhA
NC_029033,45045,Achromobacter xylosoxidans
NC_029034,6170,Nicotiana benthamiana
NC_029035,3164,Nicotiana benthamiana
NC_029036,3292,Ribes rubrum
NC_029037,3028,Nicotiana benthamiana
NC_029038,6603,Ribes rubrum
NC_028247,90000,Citrobacter freundii
NC_028742,70270,Mycolicibacterium smegmatis MC2 155
NC_028743,48594,Mannheimia haemolytica
NC_028744,53141,Mycolicibacterium smegmatis MC2 155
NC_028651,19351,Hydrogenobaculum
NC_028652,94109,Pseudomonas aeruginosa
NC_028653,67617,Gordonia terrae
NC_028654,56275,Mycolicibacterium smegmatis MC2 155
NC_028655,39235,Yersinia enterocolitica
NC_028656,65955,Escherichia coli
NC_028657,60919,Pseudomonas aeruginosa
NC_028658,68735,Mycolicibacterium smegmatis MC2 155
NC_028659,142987,Klebsiella pneumoniae
NC_028660,61035,Escherichia coli O111:H2
NC_028661,41149,Pseudomonas syringae
NC_028662,50418,Mycolicibacterium phlei
NC_028663,188632,Prochlorococcus marinus str. NATL2A
NC_028664,43963,Klebsiella pneumoniae
NC_028665,56982,Gordonia terrae
NC_028666,36595,Streptococcus parauberis
NC_028667,39593,Pseudomonas aeruginosa
NC_028668,77779,Gordonia malaquae
NC_028669,43012,Staphylococcus aureus
NC_028670,44203,Klebsiella pneumoniae
NC_028671,41098,Enterococcus faecalis
NC_028672,149732,Cronobacter sp.
NC_028673,73419,Gordonia malaquae
NC_028674,68355,Mycolicibacterium smegmatis MC2 155
NC_028675,41526,Acinetobacter baumannii
NC_028676,149218,Sinorhizobium meliloti
NC_028677,46596,Rhodococcus erythropolis
NC_028678,56669,Mycolicibacterium smegmatis MC2 155
NC_028679,40938,Acinetobacter baumannii
NC_028680,50515,Mycolicibacterium smegmatis MC2 155
NC_028681,68367,Mycolicibacterium smegmatis
NC_028682,69030,Mycolicibacterium smegmatis MC2 155
NC_028683,177643,Edwardsiella ictaluri
NC_028684,41563,Acinetobacter baumannii
NC_028685,62851,Shigella sonnei
NC_028686,166313,Klebsiella
NC_028687,51637,Mycolicibacterium smegmatis MC2 155
NC_028688,40114,Klebsiella pneumoniae
NC_028689,67774,Mycolicibacterium smegmatis MC2 155
NC_028690,68472,Mycolicibacterium smegmatis MC2 155
NC_028691,68227,Mycolicibacterium smegmatis MC2 155
NC_028692,15524,Arthrobacter sp. ATCC 21022
NC_028693,18655,Enterococcus faecalis
NC_028694,29407,Cutibacterium acnes
NC_028695,40491,Klebsiella aerogenes
NC_028696,41338,Salmonella enterica
NC_028697,33900,Streptococcus pyogenes
NC_028698,41868,Salmonella enterica
NC_028699,40740,Salmonella enterica
NC_028700,37976,Streptococcus pyogenes
NC_028701,33509,Salmonella enterica
NC_028702,38084,Delftia sp. 670
NC_028649,6888,Ribes nigrum
NC_028650,4634,Rattus
NC_028635,5163,Pan troglodytes
NC_028636,135952,Sucra jujuba
NC_028465,3164,Zea mays
NC_028466,8543,Bos grunniens
NC_028467,6139,Penicillium aurantiogriseum
NC_028468,3747,Penicillium aurantiogriseum
NC_028469,1813,Penicillium aurantiogriseum
NC_028470,6733,Pleospora typhicola
NC_028471,2497,Botrytis cinerea
NC_028472,2922,Botrytis cinerea
NC_028473,2733,Botrytis cinerea
NC_028474,2768,Bos grunniens
NC_028475,2617,Bos grunniens
NC_028476,2903,Botrytis cinerea
NC_028477,5221,Ustilaginoidea virens
NC_028478,6393,Solanum lycopersicum
NC_028480,4781,Erysiphe trifoliorum
NC_028481,4178,Erysiphe trifoliorum
NC_028482,11877,Culex bitaeniorhynchus
NC_028483,4784,Erysiphe trifoliorum
NC_028484,11343,Culex bitaeniorhynchus
NC_028485,5056,Erysiphe trifoliorum
NC_028486,5007,Erysiphe trifoliorum
NC_028487,9632,Culex pipiens
NC_028488,4942,Erysiphe trifoliorum
NC_028489,4742,Culex pipiens
NC_028490,5997,Erysiphe trifoliorum
NC_028491,98392,Diatraea saccharalis
NC_028492,7707,Rattus norvegicus
NC_028493,1802,Penicillium aurantiogriseum
NC_028494,1576,Penicillium aurantiogriseum
NC_028495,3698,Penicillium janczewskii
NC_028496,2942,Penicillium janczewskii
NC_028497,2506,Penicillium janczewskii
NC_028498,2110,Penicillium aurantiogriseum
NC_028499,1762,Penicillium aurantiogriseum
NC_028500,2899,Penicillium janczewskii
NC_028459,2272,Homo sapiens
NC_028461,127011,Perca fluviatilis
NC_028462,9850,Vaccinium
NC_028448,167467,Escherichia coli
NC_028449,63569,Escherichia coli PA2
NC_028391,1940,Chrysopidae
NC_028392,2670,Chrysopidae
NC_028393,2236,Ctenocephalides felis
NC_028394,2698,Ctenocephalides felis
NC_028395,2770,Conocephalus
NC_028396,3040,Chrysopidae
NC_028397,2756,Chrysopidae
NC_028398,3170,Ctenocephalides felis
NC_028399,2863,Ctenocephalides felis
NC_028400,3135,Conocephalus
NC_028401,1845,Conocephalus
NC_028402,2735,Conocephalus
NC_028362,15618,Capra hircus
NC_028363,7656,Microtus arvalis
NC_028364,7810,Sorex araneus
NC_028365,6929,Erinaceus europaeus
NC_028366,7333,Eidolon helvum
NC_028367,19537,Dermacentor marginatus
NC_028368,22879,Gerridae
NC_028369,21414,Neoscona nautica
NC_028370,21779,Velarifictorus micado
NC_028371,16248,Hyalomma asiaticum
NC_028372,24521,Neoscona nautica
NC_028373,18554,Chrysopidae
NC_028374,26315,Culicidae
NC_028375,16053,Musca domestica
NC_028376,18697,Amphibalanus rhizophorae
NC_028377,9653,Proscyllium habereri
NC_028379,205896,Elephas maximus
NC_028380,9809,Gallus gallus
NC_028381,4850,Aphis glycines
NC_028382,3053,Hyalopterus pruni
NC_028383,2818,Hyalopterus pruni
NC_028384,2166,Hyalopterus pruni
NC_028385,2829,Hyalopterus pruni
NC_028386,2169,Hyalopterus pruni
NC_028387,2850,Hyalopterus pruni
NC_028388,3156,Hyalopterus pruni
NC_028389,2841,Hyalopterus pruni
NC_028256,13769,Aeropyrum pernix K1
NC_028259,11183,Hyalomma asiaticum
NC_028260,10877,Dermacentor
NC_028261,9527,Dermacentor
NC_028262,2754,Andrographis paniculata
NC_028263,10815,Argas miniatus
NC_028264,10017,Dermacentor marginatus
NC_028265,12004,Culex tritaeniorhynchus
NC_028266,11395,Rhipicephalus microplus
NC_028267,7771,Trichechus manatus
NC_028268,38049,Aeropyrum pernix K1
NC_028271,415,Prunus avium
NC_028246,14627,Bos taurus
NC_028248,136896,Escherichia coli
NC_028249,15696,Phoca vitulina
NC_028250,2499,Rosellinia necatrix
NC_028251,2462,Rosellinia necatrix
NC_028252,2942,Pseudophycis
NC_028253,2605,Pseudophycis
NC_028230,12020,Nyssomyia flaviscutellata
NC_028231,13188,Thunbergia alata
NC_028232,11214,Culicoides austropalpalis
NC_028234,12162,Psychodidae
NC_028236,11072,Eidolon helvum
NC_028237,14494,Medicago sativa
NC_028238,188534,Meleagris gallopavo
NC_028239,16133,Bos taurus
NC_028240,8887,Sus scrofa
NC_028241,14478,Mansonia uniformis
NC_028242,2923,Colletotrichum higginsianum
NC_028243,10795,Ixodes scapularis
NC_028136,5111,Bos grunniens
NC_028137,22780,Macrosiphum euphorbiae
NC_028139,5909,Glycine max
NC_028140,2624,Melochia
NC_028141,2589,Melochia
NC_028142,2668,Melochia
NC_028143,2620,Melochia
NC_028144,7178,Oryza sativa
NC_028145,3579,Oryza sativa
NC_028146,3644,Glycine max
NC_028099,122522,Felis catus
NC_028103,32939,Macaca
NC_028105,35159,Chlorocebus aethiops
NC_028106,8914,Aratinga solstitialis
NC_028107,34064,Papio cynocephalus
NC_028111,8334,Hippeastrum sp.
NC_028113,35685,Macaca fascicularis
NC_028114,2765,Solanum lycopersicum
NC_028115,1387,Abelmoschus tuberculatus
NC_028116,1381,Abelmoschus manihot subsp. tetraphyllus
NC_028117,5032,Myodes glareolus
NC_028119,5024,Microtus arvalis
NC_028120,5352,Carollia perspicillata
NC_028121,5041,Pteronotus parnellii
NC_028122,5201,Desmodus rotundus
NC_028123,4903,Molossus molossus
NC_028124,2776,Catharanthus roseus
NC_028125,7233,Homo sapiens
NC_028126,7197,Bos taurus
NC_028127,5358,Pongo abelii
NC_028128,1353,Abelmoschus esculentus
NC_028130,1353,Hibiscus cannabinus
NC_028131,328,Vitis vinifera
NC_028132,434,Malus domestica
NC_028133,3473,Caenorhabditis briggsae
NC_028134,2937,Caenorhabditis briggsae
NC_028097,3421,Caenorhabditis elegans
NC_028098,2574,Caenorhabditis elegans
NC_028091,196300,Ostreococcus sp. 'lucimarinus'
NC_028092,193301,Ostreococcus mediterraneus
NC_028093,182309,Ostreococcus sp. 'lucimarinus'
NC_028094,473558,Haptolina ericina
NC_028045,1767,Tadarida brasiliensis
NC_028046,2744,Capsicum
NC_028044,3956,Zea mays
NC_027983,167435,Escherichia coli O157:H7
NC_027986,39014,Pseudomonas
NC_027987,29508,Leuconostoc mesenteroides
NC_027992,39552,Pseudomonas
NC_027995,41666,Escherichia coli
NC_027998,9867,Homo sapiens
NC_027999,10761,Psathyromyia abonnenci
NC_027915,11649,Campanula takesimana
NC_027916,160358,Testudo horsfieldii
NC_027917,9855,Opsiphanes invirae
NC_027918,8496,Bos taurus
NC_027919,8087,Bos taurus
NC_027920,14729,Capsicum frutescens
NC_027921,2794,Rhizoctonia
NC_027922,3542,Catostomus commersonii
NC_027923,132831,Perigonia lusca
NC_027924,8105,Atractylodes macrocephala
NC_027925,496396,Apis mellifera
NC_027926,7244,Solanum lycopersicum
NC_027927,4904,Solanum lycopersicum
NC_027928,3415,Ligustrum japonicum
NC_027929,2863,Ligustrum japonicum
NC_027930,2140,Ligustrum japonicum
NC_027979,168401,Escherichia coli B
NC_027981,42612,Vibrio parahaemolyticus
NC_027982,32847,Lactobacillus fermentum
NC_027984,57677,Escherichia coli O157:H7
NC_027985,68016,Mycolicibacterium smegmatis MC2 155
NC_027988,47636,Citrobacter sp. TM1552
NC_027990,48211,Lactobacillus
NC_027991,147303,Staphylococcus aureus
NC_027993,43587,Escherichia coli
NC_027994,41632,Escherichia coli
NC_027997,177534,Campylobacter sp.
NC_027892,8957,Serinus canaria
NC_027867,651523,Acanthamoeba castellanii
